identifier,variable,area_esg,estandar,codeESRS,codeGRI,unidad,tipo_unidad,frecuencia,tipo_valor,definicion,origen_definicion,origen_dato_operativo,evaluacion_doble_materialidad
urn:sds:reg:esrs:e2_5_09,"Total amount of substances of very high concern that leave facilities as emissions, as products, or as part of products or services by main hazard classes of substances of concern",Ambiental,ESRS/CSRD,E2-5_09,,tonnes,Mass,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E2-5, paragraph 35).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_5_10,Amount of substances of very high concern that leave facilities as emissions by main hazard classes of substances of concern,Ambiental,ESRS/CSRD,E2-5_10,,tonnes,Mass,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E2-5, paragraph 35).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_5_11,Amount of substances of very high concern that leave facilities as products by main hazard classes of substances of concern,Ambiental,ESRS/CSRD,E2-5_11,,tonnes,Mass,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E2-5, paragraph 35).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_5_12,Amount of substances of very high concern that leave facilities as part of products by main hazard classes of substances of concern,Ambiental,ESRS/CSRD,E2-5_12,,tonnes,Mass,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E2-5, paragraph 35).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_5_13,Amount of substances of very high concern that leave facilities as services by main hazard classes of substances of concern,Ambiental,ESRS/CSRD,E2-5_13,,tonnes,Mass,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E2-5, paragraph 35).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_01,Disclosure of quantitative information about anticipated financial effects of material risks and opportunities arising from pollution-related impacts,Ambiental,ESRS/CSRD,E2-6_01,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph 39.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_02,Percentage of net revenue made with products and services that are or that contain substances of concern,Ambiental,ESRS/CSRD,E2-6_02,,percent,Ratio,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph 40.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_03,Percentage of net revenue made with products and services that are or that contain substances of very high concern,Ambiental,ESRS/CSRD,E2-6_03,,percent,Ratio,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph 40.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_04,Operating expenditures (OpEx) in conjunction with major incidents and deposits (pollution),Ambiental,ESRS/CSRD,E2-6_04,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph 40.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_05,Capital expenditures (CapEx) in conjunction with major incidents and deposits (pollution),Ambiental,ESRS/CSRD,E2-6_05,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph 40.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_06,Provisions for environmental protection and remediation costs (pollution),Ambiental,ESRS/CSRD,E2-6_06,,EUR,Currency,annual,monetary,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph 40.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_07,Disclosure of qualitative information about anticipated financial effects of material risks and opportunities arising from pollution-related impacts,Ambiental,ESRS/CSRD,E2-6_07,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph 39.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_08,"Description of effects considered, related impacts and time horizons in which they are likely to materialise (pollution)",Ambiental,ESRS/CSRD,E2-6_08,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph 39.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_09,"Disclosure of critical assumptions used to quantify anticipated financial effects, sources and level of uncertainty of assumptions (pollution)",Ambiental,ESRS/CSRD,E2-6_09,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph 39.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_10,"Description of material incidents and deposits whereby pollution had negative impacts on environment and (or) is expected to have negative effects on financial cash flows, financial position and financial performance",Ambiental,ESRS/CSRD,E2-6_10,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph 41).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_6_11,"Disclosure of assessment of related products and services at risk and explanation how time horizon is defined, financial amounts are estimated, and which critical assumptions are made (pollution)",Ambiental,ESRS/CSRD,E2-6_11,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E2-6, paragraph ar.33).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_iro_1_01,"Information about the process to identify actual and potential pollution-related impacts, risks and opportuntities",Ambiental,ESRS/CSRD,E2.IRO-1_01,,Text,Boolean,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E2.IRO-1, paragraph 11.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_iro_1_02,Disclosure of whether and how consultations have been conducted (pollution),Ambiental,ESRS/CSRD,E2.IRO-1_02,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E2.IRO-1, paragraph 11.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e2_iro_1_03,Disclosure of results of materiality assessment (pollution),Ambiental,ESRS/CSRD,E2.IRO-1_03,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E2.IRO-1, paragraph ar.9).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_01,Disclosure of whether and how policy adresses water management,Ambiental,ESRS/CSRD,E3-1_01,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph 12a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_02,Disclosure of whether and how policy adresses the use and sourcing of water and marine resources in own operations,Ambiental,ESRS/CSRD,E3-1_02,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph 12a.i).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_03,Disclosure of whether and how policy adresses water treatment,Ambiental,ESRS/CSRD,E3-1_03,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph 12a.ii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_04,Disclosure of whether and how policy adresses prevention and abatment of water pollution,Ambiental,ESRS/CSRD,E3-1_04,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph 12a.iii).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_05,Disclosure of whether and how policy adresses product and service design in view of addressing water-related issues and preservation of marine resources,Ambiental,ESRS/CSRD,E3-1_05,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph 12.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_06,Disclosure of whether and how policy adresses commitment to reduce material water consumption in areas at water risk,Ambiental,ESRS/CSRD,E3-1_06,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph 12.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_07,Disclosure of reasons for not having adopted policies in areas of high-water stress,Ambiental,ESRS/CSRD,E3-1_07,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph 13).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_08,Disclosure of timeframe in which policies in areas of high-water stress will be adopted,Ambiental,ESRS/CSRD,E3-1_08,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph 13).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_09,Policies or practices related to sustainable oceans and seas have been adopted,Ambiental,ESRS/CSRD,E3-1_09,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph 14).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_10,"The policly contributes to good ecological and chemical quality of surface water bodies and good chemical quality and quantity of groundwater bodies, in order to protect human health, water supply, natural ecosystems and biodiversity, the good environmental status of marine waters and the protection of the resource base upon which marine related activities depend;",Ambiental,ESRS/CSRD,E3-1_10,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph ar.18a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_11,The policy minimise material impacts and risks and implement mitigation measures that aim to maintain the value and functionality of priority services and to increase resource efficiency on own operations,Ambiental,ESRS/CSRD,E3-1_11,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph ar.18b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_1_12,The policy avoid impacts on affected communities.,Ambiental,ESRS/CSRD,E3-1_12,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-1, paragraph ar.18c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_2_01,Layer in mitigation hierarchy to which action and resources can be allocated to (water and marine resources),Ambiental,ESRS/CSRD,E3-2_01,,Text,Text,annual,semi-narrative,"Disclosure datapoint as defined in IG3 (ESRS E3-2, paragraph 18).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_2_02,Information about specific collective action for water and marine resources,Ambiental,ESRS/CSRD,E3-2_02,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E3-2, paragraph AR20).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_2_03,Disclosure of actions and resources in relation to areas at water risk,Ambiental,ESRS/CSRD,E3-2_03,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-2, paragraph 19).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_3_01,"Disclosure of whether and how target relates to management of material impacts, risks and opportunities related to areas at water risk",Ambiental,ESRS/CSRD,E3-3_01,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-3, paragraph 23.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_3_02,"Disclosure of whether and how target relates to responsible management of marine resources impacts, risks and opportunities",Ambiental,ESRS/CSRD,E3-3_02,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-3, paragraph 23.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_3_03,Disclosure of whether and how target relates to reduction of water consumption,Ambiental,ESRS/CSRD,E3-3_03,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-3, paragraph 23.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_3_04,(Local) ecological threshold and entity-specific allocation were taken into consideration when setting water and marine resources target,Ambiental,ESRS/CSRD,E3-3_04,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-3, paragraph 24).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_3_05,Disclosure of ecological threshold identified and methodology used to identify ecological threshold (water and marine resources),Ambiental,ESRS/CSRD,E3-3_05,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E3-3, paragraph 24.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_3_06,Disclosure of how ecological entity-specific threshold was determined (water and marine resources),Ambiental,ESRS/CSRD,E3-3_06,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E3-3, paragraph 24.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_3_07,Disclosure of how responsibility for respecting identified ecological threshold is allocated (water and marine resources),Ambiental,ESRS/CSRD,E3-3_07,,Text,Text,annual,narrative,"Disclosure datapoint as defined in IG3 (ESRS E3-3, paragraph 24.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_3_08,Adopted and presented water and marine resources-related target is mandatory (based on legislation),Ambiental,ESRS/CSRD,E3-3_08,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-3, paragraph 25).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_3_09,Target relates to reduction of water withdrawals,Ambiental,ESRS/CSRD,E3-3_09,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-3, paragraph ar.23.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_3_10,Target relates to reduction of water discharges,Ambiental,ESRS/CSRD,E3-3_10,,Boolean,Boolean,annual,boolean,"Disclosure datapoint as defined in IG3 (ESRS E3-3, paragraph ar.23.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_4_01,Total water consumption,Ambiental,ESRS/CSRD,E3-4_01,,m3,Volume,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E3-4, paragraph 28.a).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_4_02,"Total water consumption in areas at water risk, including areas of high-water stress",Ambiental,ESRS/CSRD,E3-4_02,,m3,Volume,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E3-4, paragraph 28.b).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_4_03,Total water recycled and reused,Ambiental,ESRS/CSRD,E3-4_03,,m3,Volume,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E3-4, paragraph 28.c).",external-standard,entity-specific,entity-assessment-required
urn:sds:reg:esrs:e3_4_04,Total water stored,Ambiental,ESRS/CSRD,E3-4_04,,m3,Volume,annual,numeric,"Disclosure datapoint as defined in IG3 (ESRS E3-4, paragraph 28.d).",external-standard,entity-specific,entity-assessment-required
